id	response_text	timestamp
204	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten beschäftigt, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:22:32
205	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu lösen.
"	2025-04-25 08:22:42
206	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:22:52
207	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Maschinen zu entwickeln, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:23:02
208	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:23:12
209	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, menschenähnliche Aufgaben zu lösen.
"	2025-04-25 08:23:22
210	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben zu lösen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:23:32
211	"Künstliche Intelligenz ist die Fähigkeit von Computern, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:23:42
212	"Künstliche Intelligenz ist die Fähigkeit von Computern, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:23:52
213	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d.h. mit Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:24:03
214	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:24:13
215	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die in der Lage sind, zu denken, zu lernen und Aufgaben zu erledigen, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:24:23
216	"Künstliche Intelligenz ist ein Zweig der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, d. h. von Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Erfolgschancen zu maximieren.
"	2025-04-25 08:24:33
217	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:24:43
218	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systeme, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:24:53
219	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:25:02
220	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, also von Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:25:12
221	"Künstliche Intelligenz ist ein sich rasch entwickelnder Zweig der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Computersysteme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:25:22
222	"Künstliche Intelligenz ist ein interdisziplinäres Feld der Informatik, das sich mit der Automatisierung intelligenten Verhaltens befasst.
"	2025-04-25 08:25:32
223	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, also Systemen, die ihre Umwelt wahrnehmen und selbstständig Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:25:42
224	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Theorie und Entwicklung von Computersystemen befasst, die Aufgaben ausführen können, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:25:52
225	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:26:02
226	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:26:12
227	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, also Systemen, die ihre Umwelt wahrnehmen, denken, lernen und handeln können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:26:22
228	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die menschenähnliche kognitive Fähigkeiten wie Lernen, Problemlösen und Entscheidungsfindung besitzen.
"	2025-04-25 08:26:32
229	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse auszuführen und Aufgaben zu lösen.
"	2025-04-25 08:26:42
230	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu lösen.
"	2025-04-25 08:26:52
231	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Maschinen befasst, die menschenähnliche Aufgaben ausführen können.
"	2025-04-25 08:27:02
232	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das die Fähigkeit von Maschinen umfasst, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:27:12
233	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:27:22
234	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse auszuführen, wie z.B. Lernen, Problemlösen und Entscheidungen treffen.
"	2025-04-25 08:27:32
235	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:27:42
236	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten beschäftigt, also Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 08:27:52
237	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Maschinen und Systemen befasst.
"	2025-04-25 08:28:02
238	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:28:12
239	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:28:22
240	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer so zu gestalten, dass sie Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:28:32
241	"Künstliche Intelligenz ist ein Gebiet der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:28:42
242	"Künstliche Intelligenz ist ein interdisziplinäres Feld der Informatik, das sich mit der Automatisierung intelligenten Verhaltens befasst.
"	2025-04-25 08:28:52
243	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:29:02
244	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich, der sich mit der Entwicklung von intelligenten Systemen und Software befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:29:12
245	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:29:22
246	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Intelligenz zu zeigen.
"	2025-04-25 08:29:32
247	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:29:42
248	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung von intelligenten Systemen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:29:52
249	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:30:02
250	"Künstliche Intelligenz ist ein Zweig der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:30:12
251	"Künstliche Intelligenz ist ein sich rasch entwickelndes Feld, das darauf abzielt, intelligente Maschinen zu schaffen, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:30:22
252	"Künstliche Intelligenz ist ein sich rasch entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Softwaresysteme befasst, die Aufgaben ausführen können, für die normalerweise menschliche Intelligenz erforderlich ist.
"	2025-04-25 08:30:32
253	"Künstliche Intelligenz ist ein Zweig der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:30:42
254	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, d.h. Systemen, die ihre Umgebung wahrnehmen und selbstständig Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:30:52
255	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:31:02
256	"Künstliche Intelligenz ist ein sich rasch entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:31:12
257	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse wie Lernen, Problemlösen und Entscheidungsfindung auszuführen.
"	2025-04-25 08:31:22
258	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer zu befähigen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:31:32
259	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:31:42
260	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu erledigen.
"	2025-04-25 08:31:52
261	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:32:02
262	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:32:12
263	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:32:22
264	"Künstliche Intelligenz ist die Fähigkeit von Computern, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:32:32
265	"Künstliche Intelligenz ist ein breit gefächertes Feld, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, die in der Lage sind, menschenähnliche Aufgaben zu erfüllen.
"	2025-04-25 08:32:42
266	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:32:52
267	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:33:02
268	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Computersysteme beschäftigt.
"	2025-04-25 08:33:12
269	"Künstliche Intelligenz ist ein Gebiet der Informatik, das sich mit der Entwicklung intelligenter Computerprogramme beschäftigt, die in der Lage sind, Aufgaben zu erledigen, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:33:22
270	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:33:32
271	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:33:42
272	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, d. h. Systeme, die in der Lage sind, zu lernen, zu argumentieren und Probleme zu lösen.
"	2025-04-25 08:33:52
273	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:34:02
274	"Künstliche Intelligenz ist ein Gebiet der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d. h. von Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um ihre Ziele zu erreichen.
"	2025-04-25 08:34:12
275	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, also mit Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:34:22
276	"Künstliche Intelligenz ist ein breit gefächertes Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:34:32
277	"Künstliche Intelligenz ist ein weites Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 08:34:42
278	"Künstliche Intelligenz ist ein sich schnell entwickelndes Gebiet, das sich auf die Entwicklung von Computersystemen konzentriert, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:34:52
279	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung von Systemen befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:35:02
280	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu erledigen.
"	2025-04-25 08:35:12
281	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Maschinen in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:35:22
282	"Künstliche Intelligenz ist ein Zweig der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:35:32
283	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Massnahmen ergreifen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:35:42
284	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:35:52
285	"Künstliche Intelligenz ist ein Gebiet der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. von Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:36:02
286	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:36:12
287	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Intelligenzfunktionen auszuführen, wie z.B. Lernen, Problemlösen und Entscheidungen treffen.
"	2025-04-25 08:36:22
288	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:36:32
289	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche kognitive Funktionen auszuführen, wie z. B. Lernen, Problemlösen und Entscheidungsfindung.
"	2025-04-25 08:36:42
290	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:36:52
291	"Künstliche Intelligenz ist ein breit gefächertes Feld, das sich mit der Entwicklung von Computersystemen befasst, die Aufgaben ausführen können, für die normalerweise menschliche Intelligenz erforderlich ist.
"	2025-04-25 08:37:03
292	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:37:12
293	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umwelt wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:37:22
294	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer zu entwickeln, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:37:32
295	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu erfüllen.
"	2025-04-25 08:37:43
296	"Künstliche Intelligenz ist ein weites Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:37:53
297	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:38:02
298	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d. h. mit Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen können, um ihre Ziele zu erreichen.
"	2025-04-25 08:38:12
299	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:38:22
300	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:38:32
301	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systeme, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:38:42
302	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:38:52
303	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Intelligenzleistungen zu vollbringen.
"	2025-04-25 08:39:02
304	"Künstliche Intelligenz ist ein sich rasch entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, d.h. von Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:39:12
305	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:39:22
306	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:39:32
307	"Künstliche Intelligenz ist ein sich rasch entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:39:42
308	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:39:52
309	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und selbstständig handeln können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:40:03
310	"Künstliche Intelligenz ist ein breites Feld, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, die in der Lage sind, menschenähnliche Aufgaben auszuführen.
"	2025-04-25 08:40:13
311	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, d.h. von Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:40:23
312	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:40:33
313	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, d. h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:40:43
314	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich auf die Entwicklung von Computersystemen konzentriert, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:40:53
315	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu erfüllen.
"	2025-04-25 08:41:02
316	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also mit Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:41:12
317	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:41:22
318	"Künstliche Intelligenz ist ein Zweig der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 08:41:32
319	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systeme, die ihre Umwelt wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:41:42
320	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:41:52
321	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 08:42:02
322	"Künstliche Intelligenz ist ein interdisziplinäres Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d.h. von Systemen, die ihre Umgebung wahrnehmen und selbstständig Handlungen ausführen, um vorgegebene Ziele zu erreichen.
"	2025-04-25 08:42:12
323	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:42:22
324	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung intelligenter Computerprogramme und Maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:42:32
325	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:42:42
326	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:42:52
327	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 08:43:02
